id,name,latitude,longitude,demand
c01,Central Rambla,41.3782716,2.1761732,1
c02,Amaltea,41.3836428,2.1583028,2
c03,Hanibishi,41.3895184,2.1621769,2
c04,Moncho's House,41.3899967,2.1318367,5
c05,Taller de Tapas,41.3836716,2.1806392,1
c06,El Jardí de l'Abadessa,41.3942273,2.109899,2
c07,Bar Tomás,41.3975532,2.1230797,4
c08,Can Paixano,41.3817618,2.1834151,1
c09,Palacio de China,41.3934539,2.1881434,1
c10,McDonald’s,41.3753906,2.1308538,5
c11,Cal Boter,41.4021663,2.1623411,1
c12,Fenicia,41.3767803,2.1365656,1
c13,Hoja Verde,41.3771427,2.1369905,4
c14,La Maria del Rocxi,41.3770424,2.1368715,3
c15,Simbad - Feteria,41.3769979,2.1368104,5
c16,CaFeniciana,41.3768914,2.1366906,4
c17,El jardi de Sants,41.3769402,2.1367319,5
c18,Calero's,41.3772237,2.1370878,1
c19,Ciutat Comtal,41.3760228,2.1358001,2
c20,Fonda Pepa,41.402044,2.1621698,5
c21,Sabes una Cosa,41.4019328,2.162054,3
c22,La Piazzenza,41.406511,2.1742446,3
c23,Tapes Gaudí,41.408243,2.1745267,1
c24,Aladdin,41.4086056,2.1745607,1
c25,Babilonia,41.4050316,2.1742781,2
c26,Restaurant Buffet,41.3742363,2.1522045,4
c27,Cerveceria Taller de tapas,41.386132,2.174026,3
c28,Antic Tapas Ferran,41.3823086,2.1765833,5
c29,Vila Viniteca,41.3824742,2.1815472,2
c30,Centro Galego,41.3791435,2.1747253,3
c31,Restaurante UN-ZA,41.40537,2.1934837,2
c32,braseria xorus,41.4029,2.1986522,1
c33,La broqueta,41.4027269,2.1989008,2
c34,Tierra da Lua,41.3962523,2.1830333,2
c35,Sukaldari,41.381736,2.1724342,3
c36,Hummus & company,41.3809714,2.173182,2
c37,Kubik Restaurant,41.3796645,2.1743205,4
c38,Genové 1911,41.3812802,2.1728591,2
c39,Bello Italy,41.3812444,2.1728937,3
c40,Egipte,41.3813446,2.1728162,4
c41,cent111onze,41.383726,2.1709656,5
c42,La Poma,41.3843881,2.170482,5
c43,Los Toreros,41.382919,2.170821,5
c44,Organic,41.3832659,2.1701667,3
c45,Bar Lobo,41.3832611,2.170504,1
c46,Sagarra,41.3831077,2.1703808,5
c47,Mar,41.3753694,2.1896344,4
c48,Mei Hua,41.4020177,2.1457393,5
c49,Pizzeria Fontana,41.4034165,2.1477911,4
c50,Aromas de Turquía redtaurant,41.3848666,2.170138,3
c51,Canaletes Cerveseria,41.3849119,2.1701056,5
c52,Nuria,41.3851596,2.1698748,3
c53,Cinc Sentits,41.3884807,2.1593618,3
c54,Hard Rock Cafe,41.3859551,2.1707466,1
c55,La Tramoia,41.3881068,2.1669465,2
c56,Happy,41.3879364,2.167454,3
c57,Trobadour,41.387684,2.1683456,3
c58,Tapa Tapa,41.3916926,2.1660167,2
c59,Oassis Natural Cooking,41.3901637,2.1678915,3
c60,Ciutat Comtal,41.3888272,2.1668833,1
c61,el Racó,41.388992,2.1660252,1
c62,Taller de Tapas,41.3905645,2.1639038,4
c63,Bar Geminis,41.3976224,2.1807778,1
c64,Les 15 Nits Bar,41.3804529,2.1749778,2
c65,Cubeliña,41.3899336,2.1570349,1
c66,Tsukimi,41.3896885,2.1568164,5
c67,Pamboli,41.3907529,2.1559537,5
c68,Taifeng,41.3894442,2.1554485,5
c69,La Crema Canela,41.3803406,2.1747194,1
c70,Patagonia Beef & Wine,41.3911199,2.170955,5
c71,La Farandula,41.3751707,2.168607,3
c72,Bar Cerveceria Pepe 2,41.3751693,2.1684846,2
c73,Caleuche,41.3761526,2.1686172,5
c74,Honest Greens,41.3835738,2.1710953,3
c75,Restaurant Vertex,41.390457,2.113664,3
c76,Casa de Cantabria,41.3908693,2.1131647,3
c77,Temple Bar,41.3813599,2.1763298,3
c78,Kiwami,41.4069321,2.1784908,5
c79,La Vietnamita,41.4007425,2.1591008,1
c80,Unnamed,41.4457382,2.1772349,2
c81,Barceloneta,41.3758,2.1874945,1
c82,L'altra Llosa,41.3899944,2.1736399,2
c83,Kibuka,41.3996711,2.1572503,1
c84,Taverna del Bisbe,41.3849254,2.1766628,3
c85,Los Caracoles,41.3796584,2.1765082,5
c86,Terraza Miramar,41.3711379,2.1724826,3
c87,Macchina,41.3864545,2.1666834,2
c88,Elche,41.3739754,2.1691488,4
c89,Casa Vall,41.4074238,2.1585521,3
c90,Pinotxo bar,41.3785744,2.1614917,5
c91,Inopia,41.3758471,2.155313,3
c92,Dos palillos,41.3833615,2.1686848,3
c93,Bilbao Berria,41.3841976,2.1748665,2
c94,Tapas 24,41.3908686,2.1674705,5
c95,Cal PEP,41.3839345,2.1833856,5
c96,7 Portes,41.3821717,2.1832472,4
c97,Cerveceria,41.3795214,2.1753958,2
c98,El Xampanyet,41.3845086,2.1816748,1
c99,Quimet i Quimet,41.3739942,2.1655692,4
c100,Taberna Maitea,41.3910406,2.1510887,3
c101,Más que sushi,41.387064,2.1670471,1
c102,Tosca del Carme,41.3819482,2.1695795,4
c103,Culleres,41.4063985,2.1959205,3
c104,El Filete Ruso,41.3925451,2.1558968,3
c105,Mannà,41.3948006,2.1940578,1
c106,Kaffe Bar,41.4145439,2.1387193,1
c107,La Palmera,41.4144229,2.1385123,5
c108,Sapori di Puglia,41.4073453,2.1637131,2
c109,Ugarit,41.4057927,2.1624391,4
c110,Sucursal Aceitera,41.3771451,2.1631914,4
c111,Bar Plaza,41.4218746,2.141935,4
c112,Casa Noni,41.422032,2.1422214,3
c113,Il Giardinetto di Gracia,41.4053041,2.1599362,4
c114,Taverna El Glop,41.4049058,2.159524,3
c115,Al Norte,41.4007694,2.1592894,5
c116,La Pita Bonita,41.4016993,2.1575736,1
c117,Bar Rala,41.3899136,2.1208597,1
c118,Neichel,41.3894387,2.1216161,2
c119,Mussol Restaurant,41.3876171,2.1290933,5
c120,Mosaïc Restaurant,41.388496,2.1313619,2
c121,Piscolabis,41.388789,2.1309125,3
c122,Temporada Paradís Restaurant,41.3904694,2.121454,4
c123,La Tagliatella,41.3896548,2.1242989,1
c124,Market Restaurant,41.3791877,2.1606251,4
c125,el Xalet,41.3693715,2.1640713,3
c126,Paco Meralgo,41.3916202,2.15248,3
c127,La Bombeta,41.3805658,2.1877114,4
c128,Tapeo,41.4044988,2.1554811,1
c129,Restaurant Japonés Tian Fu,41.4091985,2.1763844,2
c130,La Botiga Griega,41.4027745,2.1563669,5
c131,El Porxet,41.3826235,2.161544,4
c132,Oasis Restaurant,41.3827219,2.1847191,1
c133,Can Santi,41.3786578,2.1905772,3
c134,Woki organic market,41.379111,2.1919227,2
c135,Restaurant Terminus,41.3844325,2.1845326,4
c136,El Racó de la Mercè,41.4110416,2.1770036,4
c137,El Resolís,41.4011691,2.1609951,4
c138,Rosmarin,41.3970321,2.1835763,1
c139,The Dutch,41.3887646,2.1586341,2
c140,Salzburg,41.3884657,2.1505943,3
c141,Albarakah,41.388556,2.158145,1
c142,Bar Central,41.3816402,2.1713753,2
c143,Restaurant All i Oli,41.4313496,2.1812074,3
c144,Cervesería Piola,41.3895668,2.1598274,4
c145,L'Adelita Botaner,41.3886364,2.1570128,3
c146,Yamato,41.4300847,2.1822508,4
c147,Huang Cheng,41.4300894,2.1803999,2
c148,Yakumanka,41.3902658,2.15992,5
c149,Jardín Pekín,41.3979036,2.1476613,4
c150,TXAPELDUN - TASCA,41.4301571,2.1787115,3
c151,Restaurant Argentina Vinya Rosa,41.3899015,2.1467719,1
c152,La Panxolina,41.4077875,2.1578191,2
c153,Arenal,41.3820204,2.1942551,5
c154,Mimos Born,41.3834281,2.1805838,1
c155,Citrus,41.3916701,2.1661502,4
c156,Sagardi,41.3834986,2.1809045,2
c157,La Taverna del Coure,41.3836466,2.1807296,2
c158,Norte,41.3716053,2.1821776,1
c159,Gusto,41.3882678,2.1509375,4
c160,Tempura Ya,41.3909575,2.1534749,3
c161,Tijuana,41.389529,2.1466861,1
c162,Koyuki,41.393013,2.1548767,1
c163,Bambú Lounge,41.4036039,2.1580358,2
c164,Sol soler,41.4015756,2.1563406,4
c165,Mediterraneo,41.3883226,2.1516987,1
c166,Unnamed,41.3883968,2.1515729,3
c167,El Café de la Plaça,41.4362048,2.1571406,5
c168,El Foc del Canigó,41.4374615,2.156749,5
c169,Pomo di Oro,41.3941537,2.1582856,1
c170,The Sea Club,41.3769512,2.1493209,2
c171,Pipus Barcelona,41.3789147,2.1187793,3
c172,Fábrica Moritz Barcelona,41.3825668,2.1633965,2
c173,Restaurant Ca la Montse,41.3820657,2.1882839,2
c174,Tip-Top,41.3685819,2.1475946,1
c175,Aglio e Peperoncino,41.3794504,2.1664898,3
c176,Restaurant Comtes d'Urgell,41.4393943,2.1666628,2
c177,Restaurant Casa Castro,41.4394371,2.170337,3
c178,Can Ramonet,41.3808197,2.1889159,2
c179,Restaurant La Cantonada,41.4400736,2.1704373,4
c180,La Llavor dels Orígens,41.3840164,2.1825456,5
c181,Divinus,41.3938956,2.157961,3
c182,Claudia,41.404992,2.1325631,5
c183,Ciudadela,41.3894426,2.183741,2
c184,La Perla,41.3841945,2.138251,3
c185,Bodega Monumental,41.3751125,2.1445538,5
c186,Bar Ramón,41.3787446,2.1606289,1
c187,Tres Vilas,41.3826857,2.1382842,5
c188,taste of India,41.3744728,2.1349721,4
c189,El Muntal,41.3762641,2.1390916,1
c190,Cervecería Catalana,41.3924032,2.1609008,1
c191,Taller de Tapes,41.3784591,2.1225986,1
c192,Kayi Sushi Barcelona,41.3947557,2.1556429,4
c193,El Paraguayo,41.3774531,2.1784062,4
c194,La Tagliatella,41.3943371,2.1521208,5
c195,Unnamed,41.419547,2.1009507,1
c196,Le Romane,41.3887973,2.1563315,4
c197,Arko,41.3910158,2.1579108,3
c198,Pizzeria Bar Divina Pedralbes,41.3863754,2.1123914,2
c199,LaLola,41.4064023,2.1619676,2
c200,Shinjuku,41.3818627,2.1785643,3
c201,Balmes / Rosselló,41.392857,2.157623,4
c202,Bosco,41.3852432,2.174473,2
c203,Can Pichurri,41.4283564,2.0903101,5
c204,Aragall,41.3772873,2.1164304,1
c205,La nueva Marquesa,41.3774672,2.1192038,2
c206,Bar Chile,41.3763785,2.1172529,2
c207,Carmesí,41.3737373,2.1644452,4
c208,El hornero,41.4054765,2.1754445,5
c209,Mare,41.4041884,2.1764982,3
c210,N.A.P,41.3867889,2.1787946,2
c211,Mosquito,41.3874634,2.1805924,2
c212,Inka Burger,41.4077361,2.1478148,4
c213,Snack 55,41.3969023,2.1724905,2
c214,Bilbao Berria,41.3836361,2.1800339,3
c215,Ugarit,41.3907428,2.1979509,2
c216,Restaurant Cercle d'Amics,41.3928642,2.1565684,3
c217,Casa Ho,41.3929615,2.15671,2
c218,El Nou,41.4002233,2.1212816,4
c219,Ginza,41.3921824,2.1579396,5
c220,Ginza Sushi,41.3921707,2.1578355,3
c221,El Sanabrés,41.3866396,2.140418,3
c222,Igueldo,41.3926529,2.1567065,3
c223,Corgi Cafe,41.3886058,2.181614,5
c224,Casa Pagès,41.3998447,2.1613114,4
c225,Flamant,41.3884571,2.1613414,1
c226,Casa Amalia,41.3962525,2.1685646,2
c227,Casa Alfonso,41.3900989,2.1730614,5
c228,O Rincón da Terra,41.3794217,2.1379073,3
c229,Glug,41.3881654,2.14568,5
c230,Restaurante Porvenir,41.3875558,2.1534652,1
c231,Restaurant Gaig,41.3882509,2.1599648,5
c232,Restaurant Hofmann,41.397162,2.1530322,2
c233,Kioto,41.4056012,2.16892,4
c234,Bar de la FIB,41.3894239,2.1132363,5
c235,Xiali,41.4117061,2.1641043,4
c236,Europa Café,41.393,2.14674,3
c237,La Divina,41.4319624,2.1863569,2
c238,Restaurant Miquetes Màgiques,41.414837,2.1777083,1
c239,El Trobador,41.4149698,2.1778049,5
c240,O Toxo,41.3810185,2.1681882,4
